"","Dock","Mat","Shell","Barnacles","Arb..Bryo.","Enc..Bryo.","Tubeworms","Hydroids","Tunicates","Oysters","Sponges","Anemones","Algae","Biofilm","Slippersnail","Feather.Duster.Worm","Amphipod.Tubes","Bare.Shell","Ribbed.Mussel","Silt","Green.Lipped.Mussel","Whelk.Eggs","Season","Date","pH-mean-days","salinity-mean-days","temp-mean-days","turbidity-mean-days"
"56","A1A","3-South ","aqua",60,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"57","A1A","3-South ","red",55,0,5,0,5,5,10,0,0,0,5,0,0,0,15,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"58","A1A","3-South ","green",80,0,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"59","A1A","3-South ","pink",55,0,0,0,0,0,5,15,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"60","A1A","3-South ","yellow",70,0,5,0,0,1,0,5,0,5,10,0,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"61","A1A","3-South ","purple",65,0,5,0,0,0,10,5,0,0,10,0,0,0,9,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"62","A1A","4-North","purple",60,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"63","A1A","4-North","red",55,0,5,0,5,5,10,0,0,0,10,0,0,0,30,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"64","A1A","4-North","pink",80,0,0,0,0,10,5,0,0,0,5,0,0,0,15,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"65","A1A","4-North","yellow",55,0,0,0,0,0,5,15,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"66","A1A","4-North","aqua",70,0,5,0,0,1,0,5,0,5,10,0,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"67","A1A","4-North","green",65,0,5,0,0,0,10,5,0,0,10,5,0,0,9,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"68","A1A","5-North","pink",70,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"69","A1A","5-North","aqua",60,0,15,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"70","A1A","5-North","purple",70,0,10,0,0,0,2,0,1,0,15,2,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"71","A1A","5-North","yellow",75,0,0,0,0,0,5,10,0,0,5,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"72","A1A","5-North","red",60,0,5,0,0,0,0,20,0,0,10,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"73","A1A","5-North","green",60,0,5,0,0,0,5,20,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"74","A1A","6-North","purple",15,0,15,0,5,0,50,0,0,0,5,10,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"75","A1A","6-North","aqua",70,0,0,0,0,5,15,0,0,0,10,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"76","A1A","6-North","yellow",79,0,0,0,0,0,15,0,0,1,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"77","A1A","6-North","red",95,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"78","A1A","6-North","pink",70,0,5,0,0,1,5,0,0,0,3,1,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"79","A1A","6-North","green",70,0,0,0,10,1,0,0,0,0,14,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549560628743
"80","A1A","1-North","yellow",5,0,85,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"81","A1A","1-North","green",20,0,28,2,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"82","A1A","1-North","red",25,0,25,0,0,0,30,15,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"83","A1A","1-North","aqua",40,0,0,0,5,0,10,30,0,0,15,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"84","A1A","1-North","purple",40,0,25,0,0,0,5,0,0,10,0,20,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"85","A1A","1-North","pink",30,0,39,0,0,0,5,5,1,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"86","A1A","6-North","purple",5,0,10,1,0,0,30,0,0,0,5,10,0,0,39,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"87","A1A","6-North","red",0,0,39,5,0,0,20,30,5,0,0,1,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"88","A1A","6-North","green",5,0,89,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"89","A1A","6-North","pink",10,0,20,5,0,0,40,15,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"90","A1A","6-North","aqua",5,0,85,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"91","A1A","6-North","yellow",5,0,40,0,0,5,40,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"92","A1A","4-North","pink",25,0,75,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"93","A1A","4-North","yellow",10,5,10,0,0,0,50,15,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"94","A1A","4-North","red",10,0,40,0,0,0,30,5,5,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"95","A1A","4-North","purple",20,0,10,0,0,0,10,20,5,0,35,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"96","A1A","4-North","aqua",25,0,45,0,0,0,15,5,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"97","A1A","4-North","green",5,0,10,0,0,0,35,35,0,0,10,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"98","A1A","5-North","aqua",5,0,55,0,0,0,30,0,0,0,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"99","A1A","5-North","purple",10,0,40,0,0,0,40,0,0,0,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"100","A1A","5-North","red",5,0,20,0,0,0,0,70,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"101","A1A","5-North","pink",5,0,20,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"102","A1A","5-North","green",10,0,15,0,0,0,20,25,0,0,29,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"103","A1A","5-North","yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"104","A1A","1-South","pink",15,1,9,5,0,0,45,0,5,10,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"105","A1A","1-South","purple",10,0,60,5,0,0,10,10,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"106","A1A","1-South","red",20,0,30,0,0,0,40,0,0,5,0,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"107","A1A","1-South","yellow",5,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"108","A1A","1-South","green",25,0,45,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"109","A1A","1-South","aqua",20,0,45,5,0,0,15,0,0,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"110","A1A","3-South","red",20,0,45,0,0,0,15,5,0,0,5,5,0,0,5,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"111","A1A","3-South","green",10,0,35,0,0,0,20,20,0,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"112","A1A","3-South","aqua",5,0,35,0,0,0,40,5,5,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"113","A1A","3-South","pink",3,0,47,0,0,0,40,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"114","A1A","3-South","purple",20,0,55,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"115","A1A","3-South","yellow",25,0,30,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236805556
"116","Wingate","1-South","yellow",15,0,0,3,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"117","Wingate","1-South","green",60,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"118","Wingate","1-South","purple",50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"119","Wingate","1-South","aqua",60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"120","Wingate","1-South","pink",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"121","Wingate","1-South","red",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"122","Wingate","2-North","green",70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"123","Wingate","2-North","red",60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"124","Wingate","2-North","aqua",0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"125","Wingate","2-North","purple",5,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"126","Wingate","2-North","pink",50,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"127","Wingate","2-North","yellow",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"128","Wingate","3-South","pink",80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"129","Wingate","3-South","aqua",20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"130","Wingate","3-South","orange",70,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"131","Wingate","3-South","dark blue",40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"132","Wingate","3-South","yellow",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"133","Wingate","3-South","green",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"134","Wingate","4-North","red",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"135","Wingate","4-North","green",70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"136","Wingate","4-North","dark blue",60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"137","Wingate","4-North","purple",70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"138","Wingate","4-North","yellow",60,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"139","Wingate","4-North","pink",80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"140","Wingate","5-South","red",0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"141","Wingate","5-South","aqua",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
"142","Wingate","5-South","green",75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.8257654298643
