Dock,Mat,Shell,Barnacles,Arb. Bryo.,Enc. Bryo.,   Tubeworms,Hydroids,Tunicates,Oysters,Sponges,Anemones,Algae,Biofilm,Slippersnail,Feather Duster Worm,Amphipod Tubes,Bare Shell,Ribbed Mussel,Silt,Green Lipped Mussel,Whelk Eggs,Season,Date
Melbourne Shores,3-North,red,20,0,10,0,0,0,50,15,0,0,5,0,0,0,0,0,0,0,0,fall,10/9/2020
Melbourne Shores,3-North,pink,40,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,fall,10/9/2020
Melbourne Shores,3-North,yellow,40,0,0,0,0,0,0,10,0,0,50,0,0,0,0,0,0,0,0,fall,10/9/2020
Melbourne Shores,3-North,aqua,10,0,0,0,0,0,0,25,0,0,65,0,0,0,0,0,0,0,0,fall,10/9/2020
Melbourne Shores,3-North,dark blue,40,0,10,0,0,0,5,10,0,0,35,0,0,0,0,0,0,0,0,fall,10/9/2020
Melbourne Shores,1-South,aqua,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-South,pink,20,0,0,0,5,5,0,30,0,0,37,3,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-South,green,20,0,15,0,5,15,0,20,5,0,20,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-South,yellow,0,0,10,0,0,15,50,10,1,0,11,3,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-South,red,10,0,20,0,5,10,0,25,0,0,30,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-South,purple,5,0,0,0,0,5,0,5,5,0,55,25,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-North,red,2,0,0,0,0,0,50,25,1,0,22,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-North,aqua,40,0,0,0,0,0,15,35,0,0,10,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-North,pink,35,0,0,0,0,0,0,50,5,0,10,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-North,yellow,15,0,60,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,1-North,purple,10,0,0,0,0,0,60,20,0,0,10,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-North,purple,30,0,10,0,5,2,25,20,0,0,8,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-North,pink,20,0,15,0,5,0,10,40,0,0,10,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-North,green,15,0,50,0,0,2,0,15,3,0,15,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-North,aqua,5,0,15,0,5,0,0,60,2,0,13,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-North,yellow,5,0,5,0,0,1,20,50,2,0,17,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-North,red,20,0,20,0,5,0,5,30,0,0,20,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-South,pink,15,0,15,0,3,5,5,40,3,0,14,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-South,purple,10,0,20,0,5,2,25,20,0,0,13,5,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-South,yellow,5,0,10,0,5,0,0,15,2,0,62,1,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-South,green,20,0,30,0,3,0,20,20,2,0,5,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-South,red,5,0,5,0,5,3,0,20,2,0,60,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,2-South,aqua,5,0,15,0,3,5,40,15,2,5,8,2,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-South,green,30,0,0,0,0,15,0,25,0,0,30,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-South,pink,1,0,0,0,0,0,0,30,0,0,69,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-South,purple,15,0,70,0,0,0,0,10,1,0,4,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-South,yellow,30,0,0,0,0,0,5,5,0,0,60,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-South,red,35,0,0,0,5,0,0,55,0,0,5,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-North,dark blue,20,0,0,0,0,0,10,15,5,0,50,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-North,red,5,0,10,0,0,5,40,20,3,0,17,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-North,aqua,5,0,0,0,0,2,0,60,0,0,18,0,0,0,5,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-North,yellow,2,0,10,0,0,0,0,50,5,0,33,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-North,pink,15,0,0,0,0,5,0,50,0,0,30,0,0,0,0,0,0,0,0,spring,2/5/2021
Melbourne Shores,3-North,green,0,0,5,0,0,0,20,10,0,0,44,0,0,0,20,0,0,0,0,spring,2/5/2021
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
