"","Dock","Mat","Shell","Barnacles","Arb..Bryo.","Enc..Bryo.","Tubeworms","Hydroids","Tunicates","Oysters","Sponges","Anemones","Algae","Biofilm","Slippersnail","Feather.Duster.Worm","Amphipod.Tubes","Bare.Shell","Ribbed.Mussel","Silt","Green.Lipped.Mussel","Whelk.Eggs","Season","Date","pH-mean-days","salinity-mean-days","temp-mean-days","turbidity-mean-days"
"16","Sebastian","3-South","orange",3,0,0,0,1,0,50,1,0,0,44,0,0,0,0,1,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"17","Sebastian","3-South","dark blue",10,0,0,0,10,0,25,0,0,5,50,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"18","Sebastian","3-South","pink",10,0,0,0,0,0,80,5,0,0,5,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"19","Sebastian","4-North","green",10,0,0,0,0,10,20,20,0,0,40,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"20","Sebastian","4-North","gray",30,0,0,0,0,0,15,40,10,0,5,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"21","Sebastian","4-North","dark blue",15,0,0,0,10,0,0,15,0,0,60,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"22","Sebastian","4-North","orange",10,0,0,0,0,10,70,0,0,0,10,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"23","Sebastian","4-North","pink",50,0,0,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"24","Sebastian","4-North","aqua",15,0,0,0,0,10,40,20,0,0,15,0,0,0,0,0,0,0,0,"fall","10/10/2020",6.52629349470499,7.09246596066566,28.3681694402421,19.9813374802874
"25","Sebastian","1-South","green",5,1,5,0,5,2,10,40,0,0,32,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"26","Sebastian","1-South","aqua",10,0,25,1,5,0,30,0,0,5,24,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"27","Sebastian","1-South","dark blue",5,35,30,0,5,0,0,10,0,3,12,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"28","Sebastian","1-South","pink",20,30,15,0,10,0,0,20,0,0,5,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"29","Sebastian","1-South","gray",0,0,60,0,5,0,5,0,0,0,30,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"30","Sebastian","2-South","1 orange",0,5,0,0,5,0,59,25,0,0,5,0,0,0,0,1,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"31","Sebastian","2-South","2 green",20,10,0,0,0,0,25,20,0,5,20,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"32","Sebastian","2-South","3 gray",40,3,10,0,5,0,20,15,0,5,2,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"33","Sebastian","2-South","4 pink",0,0,5,0,5,0,80,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"34","Sebastian","2-South","5 aqua",15,10,0,0,0,0,20,10,0,0,20,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"35","Sebastian","3-South","1 orange",2,2,30,0,5,0,10,20,0,0,31,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"36","Sebastian","3-South","2 pink",30,0,15,0,5,0,15,20,0,0,15,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"37","Sebastian","3-South","3 green",2,50,20,0,2,0,0,20,0,0,6,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"38","Sebastian","3-South","4 aqua",20,0,20,0,0,0,10,30,0,5,15,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"39","Sebastian","4-North","1 orange",5,0,5,2,5,0,83,0,0,0,10,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"40","Sebastian","4-North","2 green",2,25,5,0,5,0,0,20,3,0,39,0,0,0,0,1,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"41","Sebastian","4-North","4 pink",10,0,10,0,5,0,60,0,0,5,10,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"42","Sebastian","4-North","5 aqua",10,10,0,0,0,0,50,20,0,0,10,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"43","Sebastian","4-North","6 dark blue",5,15,5,0,0,0,20,10,0,0,45,0,0,0,0,0,0,0,0,"spring","2/6/2021",8.98602777777778,3.23938888888889,17.36925,17.4425312713889
"44","A1A","1-South","pink",50,0,0,0,0,0,15,0,0,0,34,1,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"45","A1A","1-South","purple",85,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"46","A1A","1-South","red",60,0,5,0,0,5,0,0,0,0,29,1,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"47","A1A","1-South","yellow",60,0,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"48","A1A","1-South","aqua",60,0,0,0,0,0,15,0,0,15,8,2,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"49","A1A","1-South","green",70,0,0,0,0,5,0,0,0,10,15,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"50","A1A","2-South","red",60,0,0,0,0,5,20,0,0,10,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"51","A1A","2-South","green",80,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"52","A1A","2-South","yellow",70,0,10,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"53","A1A","2-South","pink",85,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"54","A1A","2-South","purple",65,0,0,0,0,0,5,0,0,0,15,5,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"55","A1A","2-South","aqua",70,0,0,0,5,0,0,15,0,2,8,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"56","A1A","3-South ","aqua",60,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"57","A1A","3-South ","red",55,0,5,0,5,5,10,0,0,0,5,0,0,0,15,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"58","A1A","3-South ","green",80,0,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"59","A1A","3-South ","pink",55,0,0,0,0,0,5,15,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"60","A1A","3-South ","yellow",70,0,5,0,0,1,0,5,0,5,10,0,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"61","A1A","3-South ","purple",65,0,5,0,0,0,10,5,0,0,10,0,0,0,9,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"62","A1A","4-North","purple",60,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"63","A1A","4-North","red",55,0,5,0,5,5,10,0,0,0,10,0,0,0,30,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"64","A1A","4-North","pink",80,0,0,0,0,10,5,0,0,0,5,0,0,0,15,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"65","A1A","4-North","yellow",55,0,0,0,0,0,5,15,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"66","A1A","4-North","aqua",70,0,5,0,0,1,0,5,0,5,10,0,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"67","A1A","4-North","green",65,0,5,0,0,0,10,5,0,0,10,5,0,0,9,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"68","A1A","5-North","pink",70,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"69","A1A","5-North","aqua",60,0,15,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"70","A1A","5-North","purple",70,0,10,0,0,0,2,0,1,0,15,2,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"71","A1A","5-North","yellow",75,0,0,0,0,0,5,10,0,0,5,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"72","A1A","5-North","red",60,0,5,0,0,0,0,20,0,0,10,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"73","A1A","5-North","green",60,0,5,0,0,0,5,20,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"74","A1A","6-North","purple",15,0,15,0,5,0,50,0,0,0,5,10,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"75","A1A","6-North","aqua",70,0,0,0,0,5,15,0,0,0,10,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"76","A1A","6-North","yellow",79,0,0,0,0,0,15,0,0,1,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"77","A1A","6-North","red",95,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"78","A1A","6-North","pink",70,0,5,0,0,1,5,0,0,0,3,1,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"79","A1A","6-North","green",70,0,0,0,10,1,0,0,0,0,14,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"80","A1A","1-North","yellow",5,0,85,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"81","A1A","1-North","green",20,0,28,2,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"82","A1A","1-North","red",25,0,25,0,0,0,30,15,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"83","A1A","1-North","aqua",40,0,0,0,5,0,10,30,0,0,15,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"84","A1A","1-North","purple",40,0,25,0,0,0,5,0,0,10,0,20,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"85","A1A","1-North","pink",30,0,39,0,0,0,5,5,1,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"86","A1A","6-North","purple",5,0,10,1,0,0,30,0,0,0,5,10,0,0,39,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"87","A1A","6-North","red",0,0,39,5,0,0,20,30,5,0,0,1,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"88","A1A","6-North","green",5,0,89,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"89","A1A","6-North","pink",10,0,20,5,0,0,40,15,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"90","A1A","6-North","aqua",5,0,85,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"91","A1A","6-North","yellow",5,0,40,0,0,5,40,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"92","A1A","4-North","pink",25,0,75,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"93","A1A","4-North","yellow",10,5,10,0,0,0,50,15,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"94","A1A","4-North","red",10,0,40,0,0,0,30,5,5,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"95","A1A","4-North","purple",20,0,10,0,0,0,10,20,5,0,35,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"96","A1A","4-North","aqua",25,0,45,0,0,0,15,5,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"97","A1A","4-North","green",5,0,10,0,0,0,35,35,0,0,10,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"98","A1A","5-North","aqua",5,0,55,0,0,0,30,0,0,0,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"99","A1A","5-North","purple",10,0,40,0,0,0,40,0,0,0,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"100","A1A","5-North","red",5,0,20,0,0,0,0,70,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"101","A1A","5-North","pink",5,0,20,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"102","A1A","5-North","green",10,0,15,0,0,0,20,25,0,0,29,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"103","A1A","5-North","yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"104","A1A","1-South","pink",15,1,9,5,0,0,45,0,5,10,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"105","A1A","1-South","purple",10,0,60,5,0,0,10,10,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"106","A1A","1-South","red",20,0,30,0,0,0,40,0,0,5,0,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"107","A1A","1-South","yellow",5,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"108","A1A","1-South","green",25,0,45,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"109","A1A","1-South","aqua",20,0,45,5,0,0,15,0,0,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"110","A1A","3-South","red",20,0,45,0,0,0,15,5,0,0,5,5,0,0,5,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"111","A1A","3-South","green",10,0,35,0,0,0,20,20,0,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"112","A1A","3-South","aqua",5,0,35,0,0,0,40,5,5,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"113","A1A","3-South","pink",3,0,47,0,0,0,40,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"114","A1A","3-South","purple",20,0,55,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"115","A1A","3-South","yellow",25,0,30,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"116","Wingate","1-South","yellow",15,0,0,3,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"117","Wingate","1-South","green",60,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"118","Wingate","1-South","purple",50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"119","Wingate","1-South","aqua",60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"120","Wingate","1-South","pink",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"121","Wingate","1-South","red",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"122","Wingate","2-North","green",70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"123","Wingate","2-North","red",60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"124","Wingate","2-North","aqua",0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"125","Wingate","2-North","purple",5,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"126","Wingate","2-North","pink",50,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"127","Wingate","2-North","yellow",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"128","Wingate","3-South","pink",80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"129","Wingate","3-South","aqua",20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"130","Wingate","3-South","orange",70,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"131","Wingate","3-South","dark blue",40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"132","Wingate","3-South","yellow",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"133","Wingate","3-South","green",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"134","Wingate","4-North","red",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"135","Wingate","4-North","green",70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"136","Wingate","4-North","dark blue",60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"137","Wingate","4-North","purple",70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"138","Wingate","4-North","yellow",60,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"139","Wingate","4-North","pink",80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"140","Wingate","5-South","red",0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"141","Wingate","5-South","aqua",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"142","Wingate","5-South","green",75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
