Dock,Mat,Shell,Barnacles,Arb. Bryo.,Enc. Bryo.,   Tubeworms,Hydroids,Tunicates,Oysters,Sponges,Anemones,Algae,Biofilm,Slippersnail,Feather Duster Worm,Amphipod Tubes,Bare Shell,Ribbed Mussel,Silt,Green Lipped Mussel,Whelk Eggs,Season,Date
Wingate,2-North,aqua,50,0,5,0,0,1,0,0,0,0,0,0,0,0,10,0,34,0,0,spring,1/29/2021
Wingate,2-North,purple,2,0,2,0,0,5,0,0,0,0,91,0,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,2-North,pink,40,0,5,2,0,2,0,0,0,0,41,0,0,0,10,0,0,0,0,spring,1/29/2021
Wingate,2-North,yellow,55,0,5,0,0,0,0,0,0,0,35,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,2-North,green,65,0,5,0,0,0,0,10,0,0,15,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,2-North,red,60,0,10,0,0,0,0,5,0,0,20,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,4-North,green,30,0,3,0,0,2,0,5,0,0,55,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,4-North,yellow,25,0,0,0,0,0,15,0,0,0,55,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,4-North,pink,25,0,5,0,0,0,0,10,0,5,55,0,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,4-North,dark blue,5,0,5,0,0,0,0,10,0,5,70,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,4-North,red,5,0,0,0,0,1,0,5,0,0,74,0,0,0,15,0,0,0,0,spring,1/29/2021
Wingate,4-North,purple,10,0,5,0,0,0,0,5,0,5,50,0,0,0,25,0,0,0,0,spring,1/29/2021
Wingate,5-South,aqua,5,0,10,0,0,10,0,0,0,0,59,1,0,0,15,0,0,0,0,spring,1/29/2021
Wingate,5-South,yellow,50,0,15,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,0,spring,1/29/2021
Wingate,5-South,red,40,0,5,1,0,10,0,0,0,0,39,5,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,5-South,green,25,0,20,0,0,1,0,0,0,0,49,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,5-South,pink,25,0,15,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,5-South,purple,50,0,0,0,0,0,0,0,0,0,35,0,0,0,15,0,0,0,0,spring,1/29/2021
Wingate,6-North,pink,70,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,6-North,yellow,60,0,20,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,6-North,green,50,0,40,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,6-North,purple,55,0,25,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,spring,1/29/2021
Wingate,6-North,red,40,0,20,0,0,5,0,0,0,0,25,0,0,0,10,0,0,0,0,spring,1/29/2021
Wingate,6-North,aqua,50,0,25,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,spring,1/29/2021
Wingate,1-South,yellow,0,0,0,5,0,5,0,0,0,0,70,0,0,0,20,0,0,0,0,spring,1/29/2021
Wingate,1-South,green,40,0,10,0,0,0,1,5,0,0,33,1,0,0,10,0,0,0,0,spring,1/29/2021
Wingate,1-South,aqua,60,0,15,0,0,0,0,10,0,5,5,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,1-South,red,60,0,0,0,0,0,0,0,0,0,35,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,1-South,pink,70,0,0,0,0,0,0,0,0,5,15,0,0,0,10,0,0,0,0,spring,1/29/2021
Wingate,1-South,purple,55,0,5,0,0,1,0,0,0,0,19,0,0,0,20,0,0,0,0,spring,1/29/2021
Wingate,3-South, green,80,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,3-South,orange,55,0,5,0,0,10,0,0,0,5,20,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,3-South,pink,70,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,spring,1/29/2021
Wingate,3-South,aqua,25,0,5,0,0,10,0,0,0,0,55,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,3-South,blue,50,0,20,0,0,0,0,0,0,0,25,0,0,0,5,0,0,0,0,spring,1/29/2021
Wingate,3-South,yellow,50,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,spring,1/29/2021
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
