Dock,Mat,Shell,Barnacles,Arb. Bryo.,Enc. Bryo.,   Tubeworms,Hydroids,Tunicates,Oysters,Sponges,Anemones,Algae,Biofilm,Slippersnail,Feather Duster Worm,Amphipod Tubes,Bare Shell,Ribbed Mussel,Silt,Green Lipped Mussel,Whelk Eggs,Season,Date
MBP,5-South,aqua,30,0,15,0,10,0,0,20,0,0,25,0,0,0,0,0,0,0,0,fall,10/24/2020
MBP,5-South,purple,60,0,20,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,fall,10/24/2020
MBP,5-South,green,50,0,15,0,10,0,0,5,0,0,15,5,0,0,0,0,0,0,0,fall,10/24/2020
MBP,5-South,yellow,50,0,5,5,0,0,0,5,0,0,30,5,0,0,0,0,0,0,0,fall,10/24/2020
MBP,5-South,pink,50,0,0,2,10,0,0,5,0,0,13,20,0,0,0,0,0,0,0,fall,10/24/2020
MBP,10-North,yellow,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,fall,10/24/2020
MBP,10-North,red,40,0,0,5,0,0,25,5,0,0,20,5,0,0,0,0,0,0,0,fall,10/24/2020
MBP,10-North,aqua,30,0,10,0,0,0,5,0,0,0,45,10,0,0,0,0,0,0,0,fall,10/24/2020
MBP,10-North,purple,60,0,5,0,0,0,5,0,0,0,20,10,0,0,0,0,0,0,0,fall,10/24/2020
MBP,10-North,pink,60,0,0,0,0,0,0,15,0,0,25,0,0,0,0,0,0,0,0,fall,10/24/2020
MBP,10-North,green,25,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,60,0,0,fall,10/24/2020
MBP,8-North,green,10,0,1,0,0,0,2,0,0,0,39,47,0,0,0,1,0,0,0,fall,10/24/2020
MBP,8-North,yellow,8,0,0,0,0,0,3,0,0,0,34,55,0,0,0,0,0,0,0,fall,10/24/2020
MBP,8-North,red,66,0,25,1,0,0,2,1,0,0,5,5,0,0,0,0,0,0,0,fall,10/24/2020
MBP,8-North,pink,40,0,8,1,1,0,0,0,0,0,14,35,0,0,0,1,0,0,0,fall,10/24/2020
MBP,8-North,purple,35,0,0,1,0,0,0,5,0,0,49,10,0,0,0,0,0,0,0,fall,10/24/2020
MBP,8-North,aqua,5,0,0,0,1,3,10,0,0,0,41,40,0,0,0,0,0,0,0,fall,10/24/2020
MBP,9-North,red,50,0,0,0,2,0,2,0,1,0,44,1,0,0,0,0,0,0,0,fall,10/24/2020
MBP,9-North,purple,52,0,1,0,0,0,0,0,2,0,44,1,0,0,0,0,0,0,0,fall,10/24/2020
MBP,9-North,pink,60,0,2,0,0,1,4,0,0,0,33,0,0,0,0,0,0,0,0,fall,10/24/2020
MBP,9-North,green,46,0,2,0,0,0,0,0,1,0,57,8,0,0,0,0,0,0,0,fall,10/24/2020
MBP,9-North,yellow,5,0,10,1,0,0,3,0,0,0,79,2,0,0,0,0,0,0,0,fall,10/24/2020
MBP,9-North,aqua,40,0,2,0,0,0,0,1,1,0,54,2,0,0,0,0,0,0,0,fall,10/24/2020
MBP,1-South,aqua,30,0,20,0,0,0,0,20,0,10,20,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,1-South,pink,15,0,30,0,0,0,5,10,0,5,35,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,1-South,purple,25,0,30,0,5,0,20,0,0,5,5,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,1-South,green,30,0,30,5,0,0,0,10,0,5,20,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,1-South,yellow,5,0,0,0,0,0,0,64,0,10,20,1,0,0,0,0,0,0,0,spring,2/27/2021
MBP,1-South,red,0,0,80,1,0,0,0,5,2,5,7,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,3-South,aqua,5,0,20,5,0,0,40,0,0,0,20,10,0,0,0,0,0,0,0,spring,2/27/2021
MBP,3-South,pink,5,0,35,3,0,5,5,0,0,0,42,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,3-South,red,15,0,10,0,5,5,0,10,5,0,40,10,0,0,0,0,0,0,0,spring,2/27/2021
MBP,3-South,yellow,0,0,10,5,5,10,10,15,0,0,40,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,3-South,green,20,0,0,5,0,0,0,20,0,0,30,25,0,0,0,0,0,0,0,spring,2/27/2021
MBP,3-South,purple,15,0,10,5,5,5,0,0,5,5,50,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,5-South,pink,20,0,30,1,5,0,0,10,0,0,29,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,5-South,yellow,15,0,10,0,0,0,40,15,0,0,20,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,5-South,green,40,0,15,0,0,0,0,30,5,0,10,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,5-South,red,40,0,15,0,0,0,0,15,0,0,25,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,5-South,aqua,15,0,0,0,5,5,0,10,5,0,55,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,5-South,purple,30,0,15,5,0,5,10,20,5,0,5,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,6-North,red,10,0,30,0,5,0,0,15,0,0,30,10,0,0,0,0,0,0,0,spring,2/27/2021
MBP,6-North,green,25,0,15,0,5,0,0,0,5,0,40,10,0,0,0,0,0,0,0,spring,2/27/2021
MBP,6-North,yellow,25,0,50,0,0,0,0,5,5,0,0,5,0,0,10,0,0,0,0,spring,2/27/2021
MBP,6-North,pink,30,0,20,0,0,0,10,25,0,0,10,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,6-North,purple,2,0,5,0,5,0,10,53,5,0,5,15,0,0,0,0,0,0,0,spring,2/27/2021
MBP,6-North,aqua,15,0,55,0,5,0,5,5,5,0,0,10,0,0,0,0,0,0,0,spring,2/27/2021
MBP,7-North,red,10,0,55,0,0,0,25,0,1,0,4,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,7-North,green,15,0,0,0,3,0,0,15,1,0,56,5,0,0,5,0,0,0,0,spring,2/27/2021
MBP,7-North,aqua,40,0,20,0,3,0,20,0,1,0,11,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,7-North,yellow,25,0,20,1,2,3,20,10,1,0,18,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,7-North,pink,20,0,30,0,5,2,5,25,1,0,12,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,7-North,purple,20,0,43,0,5,0,5,15,0,0,10,2,0,0,0,0,0,0,0,spring,2/27/2021
MBP,10-North,red,50,0,10,0,3,2,5,20,1,0,9,0,0,0,0,0,0,0,0,spring,2/27/2021
MBP,10-North,purple,60,0,5,0,1,0,0,5,0,0,19,0,0,0,10,0,0,0,0,spring,2/27/2021
MBP,10-North,pink,59,0,10,0,0,0,15,10,1,0,0,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,10-North,aqua,60,0,20,0,2,0,0,5,1,0,7,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,10-North,yellow,5,0,69,1,2,0,0,5,0,5,10,3,0,0,0,0,0,0,0,spring,2/27/2021
MBP,10-North,green,25,0,58,0,1,0,0,0,1,0,5,10,0,0,0,0,0,0,0,spring,2/27/2021
MBP,8-North,green,15,0,55,1,2,3,5,0,1,0,5,8,5,0,0,0,0,0,0,spring,2/27/2021
MBP,8-North,yellow,5,0,30,0,5,1,0,15,1,0,0,38,5,0,0,0,0,0,0,spring,2/27/2021
MBP,8-North,aqua,10,0,30,0,2,1,10,10,1,0,0,16,20,0,0,0,0,0,0,spring,2/27/2021
MBP,8-North,pink,15,0,40,1,0,1,0,20,0,0,0,13,10,0,0,0,0,0,0,spring,2/27/2021
MBP,8-North,red,20,0,53,0,1,0,0,20,1,0,0,5,0,0,0,0,0,0,0,spring,2/27/2021
MBP,8-North,purple,20,0,15,0,3,5,0,41,1,0,0,10,5,0,0,0,0,0,0,spring,2/27/2021
