"","Dock","Mat","Shell","Barnacles","Arb..Bryo.","Enc..Bryo.","Tubeworms","Hydroids","Tunicates","Oysters","Sponges","Anemones","Algae","Biofilm","Slippersnail","Feather.Duster.Worm","Amphipod.Tubes","Bare.Shell","Ribbed.Mussel","Silt","Green.Lipped.Mussel","Whelk.Eggs","Season","Date","pH-mean-days","salinity-mean-days","temp-mean-days","turbidity-mean-days"
"13","A1A","3-South ","aqua",60,0,0,0,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"14","A1A","3-South ","red",55,0,5,0,5,5,10,0,0,0,5,0,0,0,15,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"15","A1A","3-South ","green",80,0,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"16","A1A","3-South ","pink",55,0,0,0,0,0,5,15,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"17","A1A","3-South ","yellow",70,0,5,0,0,1,0,5,0,5,10,0,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"18","A1A","3-South ","purple",65,0,5,0,0,0,10,5,0,0,10,0,0,0,9,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"19","A1A","4-North","purple",60,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"20","A1A","4-North","red",55,0,5,0,5,5,10,0,0,0,10,0,0,0,30,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"21","A1A","4-North","pink",80,0,0,0,0,10,5,0,0,0,5,0,0,0,15,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"22","A1A","4-North","yellow",55,0,0,0,0,0,5,15,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"23","A1A","4-North","aqua",70,0,5,0,0,1,0,5,0,5,10,0,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"24","A1A","4-North","green",65,0,5,0,0,0,10,5,0,0,10,5,0,0,9,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"25","A1A","5-North","pink",70,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"26","A1A","5-North","aqua",60,0,15,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"27","A1A","5-North","purple",70,0,10,0,0,0,2,0,1,0,15,2,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"28","A1A","5-North","yellow",75,0,0,0,0,0,5,10,0,0,5,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"29","A1A","5-North","red",60,0,5,0,0,0,0,20,0,0,10,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"30","A1A","5-North","green",60,0,5,0,0,0,5,20,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"31","A1A","6-North","purple",15,0,15,0,5,0,50,0,0,0,5,10,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"32","A1A","6-North","aqua",70,0,0,0,0,5,15,0,0,0,10,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"33","A1A","6-North","yellow",79,0,0,0,0,0,15,0,0,1,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"34","A1A","6-North","red",95,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"35","A1A","6-North","pink",70,0,5,0,0,1,5,0,0,0,3,1,0,0,10,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"36","A1A","6-North","green",70,0,0,0,10,1,0,0,0,0,14,0,0,0,5,0,0,0,0,"fall","10/28/2020",5.59528443113772,14.1655239520958,27.5809880239521,18.4549561296108
"37","A1A","1-North","yellow",5,0,85,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"38","A1A","1-North","green",20,0,28,2,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"39","A1A","1-North","red",25,0,25,0,0,0,30,15,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"40","A1A","1-North","aqua",40,0,0,0,5,0,10,30,0,0,15,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"41","A1A","1-North","purple",40,0,25,0,0,0,5,0,0,10,0,20,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"42","A1A","1-North","pink",30,0,39,0,0,0,5,5,1,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"43","A1A","6-North","purple",5,0,10,1,0,0,30,0,0,0,5,10,0,0,39,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"44","A1A","6-North","red",0,0,39,5,0,0,20,30,5,0,0,1,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"45","A1A","6-North","green",5,0,89,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"46","A1A","6-North","pink",10,0,20,5,0,0,40,15,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"47","A1A","6-North","aqua",5,0,85,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"48","A1A","6-North","yellow",5,0,40,0,0,5,40,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"49","A1A","4-North","pink",25,0,75,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"50","A1A","4-North","yellow",10,5,10,0,0,0,50,15,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"51","A1A","4-North","red",10,0,40,0,0,0,30,5,5,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"52","A1A","4-North","purple",20,0,10,0,0,0,10,20,5,0,35,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"53","A1A","4-North","aqua",25,0,45,0,0,0,15,5,5,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"54","A1A","4-North","green",5,0,10,0,0,0,35,35,0,0,10,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"55","A1A","5-North","aqua",5,0,55,0,0,0,30,0,0,0,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"56","A1A","5-North","purple",10,0,40,0,0,0,40,0,0,0,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"57","A1A","5-North","red",5,0,20,0,0,0,0,70,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"58","A1A","5-North","pink",5,0,20,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"59","A1A","5-North","green",10,0,15,0,0,0,20,25,0,0,29,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"60","A1A","5-North","yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"61","A1A","1-South","pink",15,1,9,5,0,0,45,0,5,10,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"62","A1A","1-South","purple",10,0,60,5,0,0,10,10,0,0,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"63","A1A","1-South","red",20,0,30,0,0,0,40,0,0,5,0,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"64","A1A","1-South","yellow",5,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"65","A1A","1-South","green",25,0,45,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"66","A1A","1-South","aqua",20,0,45,5,0,0,15,0,0,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"67","A1A","3-South","red",20,0,45,0,0,0,15,5,0,0,5,5,0,0,5,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"68","A1A","3-South","green",10,0,35,0,0,0,20,20,0,5,5,5,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"69","A1A","3-South","aqua",5,0,35,0,0,0,40,5,5,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"70","A1A","3-South","pink",3,0,47,0,0,0,40,0,0,5,5,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"71","A1A","3-South","purple",20,0,55,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"72","A1A","3-South","yellow",25,0,30,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,"spring","2/17/2021",8.92705555555556,3.70333333333333,18.8512222222222,17.4939236137639
"73","Wingate","1-South","yellow",15,0,0,3,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"74","Wingate","1-South","green",60,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"75","Wingate","1-South","purple",50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"76","Wingate","1-South","aqua",60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"77","Wingate","1-South","pink",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"78","Wingate","1-South","red",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"79","Wingate","2-North","green",70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"80","Wingate","2-North","red",60,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"81","Wingate","2-North","aqua",0,0,20,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"82","Wingate","2-North","purple",5,0,0,1,0,0,0,0,0,0,0,0,0,0,84,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"83","Wingate","2-North","pink",50,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"84","Wingate","2-North","yellow",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"85","Wingate","3-South","pink",80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"86","Wingate","3-South","aqua",20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"87","Wingate","3-South","orange",70,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"88","Wingate","3-South","dark blue",40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"89","Wingate","3-South","yellow",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"90","Wingate","3-South","green",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"91","Wingate","4-North","red",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"92","Wingate","4-North","green",70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"93","Wingate","4-North","dark blue",60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"94","Wingate","4-North","purple",70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"95","Wingate","4-North","yellow",60,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,25,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"96","Wingate","4-North","pink",80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"97","Wingate","5-South","red",0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,40,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"98","Wingate","5-South","aqua",20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"99","Wingate","5-South","green",75,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"100","Wingate","5-South","pink",80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"101","Wingate","5-South","purple",30,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,55,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"102","Wingate","5-South","yellow",30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,60,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"103","Wingate","6-South","pink",40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"104","Wingate","6-South","red",40,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"105","Wingate","6-South","purple",70,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"106","Wingate","6-South","green",50,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"107","Wingate","6-South","aqua",50,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"108","Wingate","6-South","yellow",80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"fall","10/14/2020",6.1372850678733,8.48803921568627,28.1831221719457,19.825765544736
"109","Wingate","2-North","aqua",50,0,5,0,0,1,0,0,0,0,0,0,0,0,10,0,34,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"110","Wingate","2-North","purple",2,0,2,0,0,5,0,0,0,0,91,0,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"111","Wingate","2-North","pink",40,0,5,2,0,2,0,0,0,0,41,0,0,0,10,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"112","Wingate","2-North","yellow",55,0,5,0,0,0,0,0,0,0,35,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"113","Wingate","2-North","green",65,0,5,0,0,0,0,10,0,0,15,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"114","Wingate","2-North","red",60,0,10,0,0,0,0,5,0,0,20,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"115","Wingate","4-North","green",30,0,3,0,0,2,0,5,0,0,55,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"116","Wingate","4-North","yellow",25,0,0,0,0,0,15,0,0,0,55,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"117","Wingate","4-North","pink",25,0,5,0,0,0,0,10,0,5,55,0,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"118","Wingate","4-North","dark blue",5,0,5,0,0,0,0,10,0,5,70,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"119","Wingate","4-North","red",5,0,0,0,0,1,0,5,0,0,74,0,0,0,15,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"120","Wingate","4-North","purple",10,0,5,0,0,0,0,5,0,5,50,0,0,0,25,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"121","Wingate","5-South","aqua",5,0,10,0,0,10,0,0,0,0,59,1,0,0,15,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"122","Wingate","5-South","yellow",50,0,15,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"123","Wingate","5-South","red",40,0,5,1,0,10,0,0,0,0,39,5,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"124","Wingate","5-South","green",25,0,20,0,0,1,0,0,0,0,49,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"125","Wingate","5-South","pink",25,0,15,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"126","Wingate","5-South","purple",50,0,0,0,0,0,0,0,0,0,35,0,0,0,15,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"127","Wingate","6-North","pink",70,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"128","Wingate","6-North","yellow",60,0,20,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"129","Wingate","6-North","green",50,0,40,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"130","Wingate","6-North","purple",55,0,25,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"131","Wingate","6-North","red",40,0,20,0,0,5,0,0,0,0,25,0,0,0,10,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"132","Wingate","6-North","aqua",50,0,25,0,0,0,0,0,0,0,10,0,0,0,15,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"133","Wingate","1-South","yellow",0,0,0,5,0,5,0,0,0,0,70,0,0,0,20,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"134","Wingate","1-South","green",40,0,10,0,0,0,1,5,0,0,33,1,0,0,10,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"135","Wingate","1-South","aqua",60,0,15,0,0,0,0,10,0,5,5,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"136","Wingate","1-South","red",60,0,0,0,0,0,0,0,0,0,35,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"137","Wingate","1-South","pink",70,0,0,0,0,0,0,0,0,5,15,0,0,0,10,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"138","Wingate","1-South","purple",55,0,5,0,0,1,0,0,0,0,19,0,0,0,20,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"139","Wingate","3-South"," green",80,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"140","Wingate","3-South","orange",55,0,5,0,0,10,0,0,0,5,20,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"141","Wingate","3-South","pink",70,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
"142","Wingate","3-South","aqua",25,0,5,0,0,10,0,0,0,0,55,0,0,0,5,0,0,0,0,"spring","1/29/2021",8.80177777777778,3.38066666666667,18.0670972222222,17.4058211398611
