"","Mat","Shell","Barnacles","Arb..Bryo.","Enc..Bryo.","Tubeworms","Hydroids","Tunicates","Oysters","Sponges","Anemones","Algae","Biofilm","Slippersnail","Feather.Duster.Worm","Amphipod.Tubes","Bare.Shell","Ribbed.Mussel","Silt","Green.Lipped.Mussel","Whelk.Eggs","Season","Date","banana.pH_ScientificUnits.mean.1.days","banana.Salinity_PartsPerThousand.mean.1.days","banana.WaterTemp_Celcius.mean.1.days","banana.Turbidity_FNU.mean.1.days","banana.DissOxy_MilligramPerLitre.mean.1.days","banana.pH_ScientificUnits.min.1.days","banana.Salinity_PartsPerThousand.min.1.days","banana.WaterTemp_Celcius.min.1.days","banana.Turbidity_FNU.min.1.days","banana.DissOxy_MilligramPerLitre.min.1.days","banana.pH_ScientificUnits.max.1.days","banana.Salinity_PartsPerThousand.max.1.days","banana.WaterTemp_Celcius.max.1.days","banana.Turbidity_FNU.max.1.days","banana.DissOxy_MilligramPerLitre.max.1.days","banana.pH_ScientificUnits.mean.7.days","banana.Salinity_PartsPerThousand.mean.7.days","banana.WaterTemp_Celcius.mean.7.days","banana.Turbidity_FNU.mean.7.days","banana.DissOxy_MilligramPerLitre.mean.7.days","banana.pH_ScientificUnits.min.7.days","banana.Salinity_PartsPerThousand.min.7.days","banana.WaterTemp_Celcius.min.7.days","banana.Turbidity_FNU.min.7.days","banana.DissOxy_MilligramPerLitre.min.7.days","banana.pH_ScientificUnits.max.7.days","banana.Salinity_PartsPerThousand.max.7.days","banana.WaterTemp_Celcius.max.7.days","banana.Turbidity_FNU.max.7.days","banana.DissOxy_MilligramPerLitre.max.7.days","banana.pH_ScientificUnits.mean.14.days","banana.Salinity_PartsPerThousand.mean.14.days","banana.WaterTemp_Celcius.mean.14.days","banana.Turbidity_FNU.mean.14.days","banana.DissOxy_MilligramPerLitre.mean.14.days","banana.pH_ScientificUnits.min.14.days","banana.Salinity_PartsPerThousand.min.14.days","banana.WaterTemp_Celcius.min.14.days","banana.Turbidity_FNU.min.14.days","banana.DissOxy_MilligramPerLitre.min.14.days","banana.pH_ScientificUnits.max.14.days","banana.Salinity_PartsPerThousand.max.14.days","banana.WaterTemp_Celcius.max.14.days","banana.Turbidity_FNU.max.14.days","banana.DissOxy_MilligramPerLitre.max.14.days","banana.pH_ScientificUnits.mean.36.days","banana.Salinity_PartsPerThousand.mean.36.days","banana.WaterTemp_Celcius.mean.36.days","banana.Turbidity_FNU.mean.36.days","banana.DissOxy_MilligramPerLitre.mean.36.days","banana.pH_ScientificUnits.min.36.days","banana.Salinity_PartsPerThousand.min.36.days","banana.WaterTemp_Celcius.min.36.days","banana.Turbidity_FNU.min.36.days","banana.DissOxy_MilligramPerLitre.min.36.days","banana.pH_ScientificUnits.max.36.days","banana.Salinity_PartsPerThousand.max.36.days","banana.WaterTemp_Celcius.max.36.days","banana.Turbidity_FNU.max.36.days","banana.DissOxy_MilligramPerLitre.max.36.days","banana.pH_ScientificUnits.mean.50.days","banana.Salinity_PartsPerThousand.mean.50.days","banana.WaterTemp_Celcius.mean.50.days","banana.Turbidity_FNU.mean.50.days","banana.DissOxy_MilligramPerLitre.mean.50.days","banana.pH_ScientificUnits.min.50.days","banana.Salinity_PartsPerThousand.min.50.days","banana.WaterTemp_Celcius.min.50.days","banana.Turbidity_FNU.min.50.days","banana.DissOxy_MilligramPerLitre.min.50.days","banana.pH_ScientificUnits.max.50.days","banana.Salinity_PartsPerThousand.max.50.days","banana.WaterTemp_Celcius.max.50.days","banana.Turbidity_FNU.max.50.days","banana.DissOxy_MilligramPerLitre.max.50.days","banana.pH_ScientificUnits.mean.75.days","banana.Salinity_PartsPerThousand.mean.75.days","banana.WaterTemp_Celcius.mean.75.days","banana.Turbidity_FNU.mean.75.days","banana.DissOxy_MilligramPerLitre.mean.75.days","banana.pH_ScientificUnits.min.75.days","banana.Salinity_PartsPerThousand.min.75.days","banana.WaterTemp_Celcius.min.75.days","banana.Turbidity_FNU.min.75.days","banana.DissOxy_MilligramPerLitre.min.75.days","banana.pH_ScientificUnits.max.75.days","banana.Salinity_PartsPerThousand.max.75.days","banana.WaterTemp_Celcius.max.75.days","banana.Turbidity_FNU.max.75.days","banana.DissOxy_MilligramPerLitre.max.75.days","banana.pH_ScientificUnits.mean.100.days","banana.Salinity_PartsPerThousand.mean.100.days","banana.WaterTemp_Celcius.mean.100.days","banana.Turbidity_FNU.mean.100.days","banana.DissOxy_MilligramPerLitre.mean.100.days","banana.pH_ScientificUnits.min.100.days","banana.Salinity_PartsPerThousand.min.100.days","banana.WaterTemp_Celcius.min.100.days","banana.Turbidity_FNU.min.100.days","banana.DissOxy_MilligramPerLitre.min.100.days","banana.pH_ScientificUnits.max.100.days","banana.Salinity_PartsPerThousand.max.100.days","banana.WaterTemp_Celcius.max.100.days","banana.Turbidity_FNU.max.100.days","banana.DissOxy_MilligramPerLitre.max.100.days"
"158","6-North","purple",0.051,0.001,0.101,0.011,0.001,0.001,0.301,0.001,0.001,0.001,0.051,0.101,0.001,0.001,0.391,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"159","6-North","red",0.001,0.001,0.391,0.051,0.001,0.001,0.201,0.301,0.051,0.001,0.001,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"160","6-North","green",0.051,0.001,0.891,0.011,0.001,0.001,0.001,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"161","6-North","pink",0.101,0.001,0.201,0.051,0.001,0.001,0.401,0.151,0.051,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"162","6-North","aqua",0.051,0.001,0.851,0.001,0.001,0.001,0.001,0.051,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"163","6-North","yellow",0.051,0.001,0.401,0.001,0.001,0.051,0.401,0.001,0.001,0.051,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"164","4-North","pink",0.251,0.001,0.751,0.001,0.001,0.001,0.001,0.001,0.051,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"165","4-North","yellow",0.101,0.051,0.101,0.001,0.001,0.001,0.501,0.151,0.051,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"166","4-North","red",0.101,0.001,0.401,0.001,0.001,0.001,0.301,0.051,0.051,0.051,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"167","4-North","purple",0.201,0.001,0.101,0.001,0.001,0.001,0.101,0.201,0.051,0.001,0.351,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"168","4-North","aqua",0.251,0.001,0.451,0.001,0.001,0.001,0.151,0.051,0.051,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"169","4-North","green",0.051,0.001,0.101,0.001,0.001,0.001,0.351,0.351,0.001,0.001,0.101,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"170","5-North","aqua",0.051,0.001,0.551,0.001,0.001,0.001,0.301,0.001,0.001,0.001,0.051,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"171","5-North","purple",0.101,0.001,0.401,0.001,0.001,0.001,0.401,0.001,0.001,0.001,0.051,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"172","5-North","red",0.051,0.001,0.201,0.001,0.001,0.001,0.001,0.701,0.001,0.001,0.051,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
"173","5-North","pink",0.051,0.001,0.201,0.001,0.001,0.001,0.751,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"spring","2/17/2021",7.94416666666667,17.8632839966667,23.0504166666667,5.06333333333333,7.42333333333333,7.79,17.6982147,22.19,3.54,6.38,8.05,18.03687589,23.79,8.1,7.93,8.02190476190476,18.341365862619,22.9258333333333,5.07732142857143,8.09577380952381,7.59,17.6982147,20.63,3.49,5.29,8.49,18.89172372,24.36,10.2,13.19,8.08464285714286,18.6626575553869,19.5527380952381,4.09104166666667,8.82407738095238,7.59,17.6982147,11.73,1.97,5.29,8.55,19.11598493,24.36,10.2,14.8,8.12665509259259,18.7153830993287,18.1090972222222,4.92518518518519,8.28305555555556,7.59,17.6982147,11.68,1.34,5.29,8.55,19.11598493,24.36,61.01,14.8,8.20715596330275,18.6497125213011,18.0187239366138,4.98951626355296,8.43958298582152,7.59,17.6982147,11.68,1.34,5.29,8.73,19.11598493,24.36,61.01,14.8,8.18311839911062,18.5700471757977,17.4837187326292,7.14399666481379,8.0866259032796,7.38,17.6982147,11.68,1.34,0.14,8.73,19.11598493,24.36,129.5,14.8,8.19107127969987,18.5988869089704,18.6634222592747,14.8877740725302,7.86951229679033,7.38,17.6982147,11.68,1.34,0.14,8.73,19.41722616,26.03,129.5,14.8
